Commercial-Financing.txt	0	17.570553	75179	6368	6362	4438	4432	0	0	0	0.820000	0.040000	8.880000	1.930000	0.944320	0.192462	0.319695	8.110000
Bank-Account-Opening.txt	0	0.053779	105	319	308	47	36	0	0	0	0.010000	0.000000	0.010000	0.000000	0.442478	0.269841	0.455696	0.020000
Journal-Review-Process.txt	0	1.041027	873	2303	2278	2186	2161	0	0	0	0.060000	0.010000	0.510000	0.200000	0.503081	0.037196	0.023751	0.320000
Hardware_Retailer_new.txt	0	0.466069	53	977	936	361	320	0	0	0	0.010000	0.000000	0.200000	0.070000	0.724592	0.057173	0.578145	0.170000
Airline-Check-In.txt	0	0.010715	94	83	69	65	51	0	0	0	0.000000	0.000000	0.000000	0.000000	0.652672	0.604396	0.125000	0.000000
New-Car-Sales.txt	0	0.021518	56	212	171	92	51	0	0	0	0.000000	0.000000	0.010000	0.000000	0.524476	0.014706	0.213768	0.010000
LaserProduction.txt	0	0.000360	1	1	1	1	1	0	0	0	0.000000	0.000000	0.000000	0.000000	-nan	-nan	0.000000	0.000000
Book-Writing-and-Publishing.txt	0	0.002529	8	44	37	35	28	0	0	0	0.000000	0.000000	0.000000	0.000000	0.716667	0.058824	0.214286	0.000000
Credit-Review-and-Approval.txt	0	0.006462	24	92	75	88	75	0	0	0	0.000000	0.000000	0.000000	0.000000	0.833333	0.363636	0.130435	0.000000
Customer-Quotation-Request.txt	0	0.015652	92	129	70	109	70	0	0	0	0.000000	0.000000	0.010000	0.000000	0.684375	0.188119	0.057692	0.010000
OrderProcessing_new.txt	Variable valid does not exist!
Acquisition-following-RFQ.txt	0	0.239140	50	326	193	274	141	0	0	0	0.020000	0.000000	0.140000	0.000000	0.979697	0.073446	0.019481	0.100000
Incident-Management-as-Detailed-Collaboration.txt	0	0.017220	23	60	24	50	18	0	0	0	0.000000	0.000000	0.000000	0.010000	0.633333	0.272727	0.043478	0.000000
Insurance-Claim-Processing.txt	0	0.002143	4	14	11	12	9	0	0	0	0.000000	0.000000	0.000000	0.000000	0.818182	0.000000	0.357143	0.000000
Morgage-Approval.txt	0	0.018533	282	64	40	58	34	0	0	0	0.000000	0.000000	0.010000	0.000000	0.845794	0.227273	0.000000	0.000000
Travel-Booking.txt	0	0.468934	164	1752	1538	406	192	0	0	0	0.030000	0.000000	0.230000	0.030000	0.868180	0.466258	0.247486	0.260000
Pizza-Co.-Delivery-Process.txt	0	0.146110	55	355	305	145	95	0	0	0	0.000000	0.010000	0.050000	0.030000	0.683616	0.234375	0.114943	0.060000
Employee-Expense-Reimbursement-Alternative-1.txt	0	0.075894	300	294	234	210	150	0	0	0	0.000000	0.000000	0.040000	0.020000	0.739714	0.199313	0.105263	0.020000
BPI-Web-Registration-with-Moderator.txt	0	0.015840	87	80	72	32	24	0	0	0	0.000000	0.000000	0.000000	0.000000	0.766393	0.070175	0.495935	0.010000
Amazon-Fulfillment.txt	0	0.844558	167	2688	2631	137	80	0	0	0	0.010000	0.070000	0.090000	0.300000	0.516467	0.415341	0.589098	0.180000
Patient-Treatment-Collaboration.txt	0	0.001563	2	5	4	5	4	0	0	0	0.000000	0.000000	0.000000	0.000000	0.777778	0.500000	0.142857	0.000000
OrderFulfillment_new.txt	0	0.001711	2	7	2	7	2	0	0	0	0.000000	0.000000	0.000000	0.000000	0.500000	0.000000	0.187500	0.000000
OrderProcessingWithCreditCard_new.txt	
